_name,CardID,InitClassID,ClassLV0SkillID,ClassLV1SkillID,EvoSkillID,Kind,Rare,DotID0,DotID1,DotID2,SellPrice,BuildExp,LoveEv1,BonusType,BonusNum,BonusType2,BonusNum2,BonusType3,BonusNum3,DeadVoice,DotScale,EffectHeight,CostModValue,CostDecValue,MaxHPMod,AtkMod,DefMod,GachaPicture,GachaStartX,GachaStartY,GachaEndX,GachaEndY,GachaScale,Event1BGM,Event2BGM,Flavor,Flavor2,Illust,MagicResistance,Ability,Ability_Default,FullShot1,Face1,PlatformType,PlatformTypeAwakening,PlatformTypeSkillAwakening,_TypeRace,_TradePoint,_AppearAbilityLevel,_AwakePattern,DotID3,DotID4,CharaImage0,CharaFace0,CharaImage3,CharaFace3,CharaImage4,CharaFace4,PlatformTypeAwakening2,Assign,Genus,Identity,Blood,HomeCooking,ChildCardID,OriginID,RootsID
狩人ベラ,16,10000,21,22,201,1,3,0,0,0,3000,250,25,2,110,0,0,4,15,9961495,1.5,20.0,5,3,108,134,108,0,-600.0,-404.0,-344.0,-246.0,2.0,0,1,81,5262,24,0,5,0,1,1,0,0,0,201,20,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,2,nil,0,2
聖女イリス,17,10200,51,52,152,1,5,0,0,0,12000,1000,30,2,150,6,15,4,20,9961495,1.5,20.0,7,3,130,140,130,0,-634.0,-204.0,-594.0,-514.0,2.0,1,0,89,6033,12,0,15,0,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,7,nil,0,2
魔女フィグネリア,18,10300,3,4,415,1,4,0,0,0,9900,500,30,2,150,0,0,8,20,9961495,1.5,20.0,6,3,130,130,110,0,-486.0,-448.0,-138.0,-636.0,2.0,1,2,97,5729,33,10,50,0,0,0,0,0,0,101,100,0,1,20018,0,1,1,0,0,0,0,0,0,0,0,0,1,nil,0,2
見習い騎兵ミーシャ,19,300,44,44,44,1,2,0,0,0,1500,150,20,2,100,0,0,0,0,9961495,1.5,20.0,3,3,104,114,102,1,-320.0,-244.0,-764.0,-542.0,2.0,0,1,105,0,611,10,101,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,nil,0,2
リリア,20,500,55,55,337,1,4,0,20,0,9900,500,30,1,600,2,60,5,16,9961495,1.5,20.0,6,3,129,120,121,1,-180.0,-408.0,-520.0,-456.0,2.0,1,0,113,5402,1254,20,86,0,1,1,0,0,0,101,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,nil,0,2
暗殺者セシリー,21,400,26,26,26,1,2,0,0,0,1500,150,25,1,500,0,0,0,0,9961495,1.5,20.0,3,3,105,112,103,1,-78.0,-54.0,-934.0,-440.0,2.0,1,2,121,0,12,0,31,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,nil,0,2
怪力少女ディーナ,22,200,3,4,153,1,5,0,0,0,12000,1000,30,1,375,2,150,6,18,9961495,1.5,20.0,7,3,130,140,130,0,-452.0,-404.0,-142.0,-614.0,2.0,1,0,129,6035,1253,0,3,2,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,9,nil,0,2
弓兵ソーマ,23,10000,21,21,21,1,2,0,0,0,1500,150,20,2,100,0,0,0,0,9961496,1.5,20.0,3,3,108,108,104,1,-404.0,-275.0,-406.0,-576.0,2.0,0,0,137,0,15,0,8,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,2
癒し手アリサ,24,10200,6,6,6,1,2,0,0,0,1500,150,20,2,100,0,0,0,0,9961496,1.5,20.0,3,3,110,107,103,0,-292.0,-334.0,-726.0,-624.0,2.0,0,1,145,0,25,0,27,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,2
女盗賊ハリッサ,25,400,26,26,26,1,2,0,0,0,1500,150,20,3,100,0,0,0,0,9961496,1.5,20.0,3,3,112,103,105,1,-652.0,-98.0,-192.0,-310.0,2.0,1,1,153,0,33,0,26,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
槍騎兵キャリー,26,300,2,3,320,1,3,0,0,0,3000,250,25,1,550,0,0,8,18,9961496,1.5,20.0,5,3,114,114,112,0,-894.0,-638.0,-874.0,-276.0,2.0,1,1,161,5264,6,10,43,0,1,1,0,0,0,101,20,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,nil,0,2
シェリー,27,500,53,53,338,1,4,0,27,0,9900,500,30,1,300,2,120,8,20,9961496,1.5,20.0,6,3,120,130,120,0,-446.0,-494.0,-622.0,-636.0,2.0,0,0,169,5404,16,15,74,0,1,1,0,0,0,101,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,nil,0,2
神速の射手バシラ,28,10000,31,32,204,1,4,0,0,0,9900,500,30,1,300,2,120,7,20,9961496,1.5,20.0,6,3,114,141,115,0,-248.0,-280.0,-620.0,-512.0,2.0,0,0,177,5731,8,0,20,0,1,1,0,0,0,201,100,0,2,0,20028,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
白き射手ナナリー,29,10000,32,33,154,1,5,0,0,0,12000,1000,30,2,150,4,17,7,25,9961496,1.5,20.0,7,3,125,150,125,0,-554.0,-340.0,-952.0,-396.0,2.0,0,1,185,6037,23,0,316,27,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,nil,0,2
鋼鉄弓クレア,30,10000,2,3,205,1,3,0,0,0,3000,250,30,2,110,0,0,7,18,9961496,1.5,20.0,5,3,107,124,109,1,-340.0,-338.0,-844.0,-552.0,2.0,2,0,193,5266,27,0,8,0,1,1,0,0,0,101,20,0,1,20030,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
癒し手イーリス,31,10200,6,7,304,1,3,0,0,0,3000,250,25,2,110,0,0,1,330,9961496,1.5,20.0,5,3,117,118,105,0,-550.0,-286.0,-236.0,-500.0,2.0,0,1,201,5268,1,0,9,0,1,1,0,0,0,101,20,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7,nil,0,2
癒し手カミラ,32,10200,7,8,307,1,4,0,0,0,9900,500,30,2,120,3,60,4,17,9961496,1.5,20.0,6,3,121,135,114,0,-764.0,-538.0,-296.0,-612.0,2.0,2,2,209,5733,1,0,10,0,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,nil,0,2
魔女アデル,33,10300,3,4,416,1,4,0,0,0,9900,500,25,1,300,2,120,2,72,9961496,1.5,20.0,6,3,124,126,120,0,-618.0,-400.0,-144.0,-446.0,2.0,2,1,217,5735,36,15,17,0,1,1,0,0,0,101,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,1,nil,0,2
白き魔女ベリンダ,34,10300,22,22,414,1,4,0,0,0,9900,500,30,1,300,2,120,4,17,9961496,1.5,20.0,6,3,118,131,121,0,-628.0,-462.0,-104.0,-414.0,2.0,2,1,225,5737,17,10,34,0,1,1,0,0,0,101,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,nil,0,3
盗賊ベティ,35,400,26,26,300,1,3,0,0,0,3000,250,25,2,110,0,0,1,330,9961496,1.5,20.0,5,3,111,117,112,0,-816.0,-392.0,-160.0,-556.0,2.0,2,0,233,5270,24,0,26,0,1,1,0,0,0,101,20,0,1,20035,0,1,1,0,0,0,0,0,0,0,0,0,2,nil,0,2
槍騎兵エレイン,36,300,16,16,16,1,2,0,0,0,1500,150,25,1,500,0,0,0,0,9961496,1.5,20.0,3,3,105,107,108,0,-82.0,-554.0,-600.0,-606.0,2.0,0,1,241,0,15,10,217,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,nil,0,2
白百合騎士テティス,37,300,3,4,317,1,4,0,0,0,9900,500,30,1,300,2,120,2,72,9961496,1.5,20.0,6,3,121,119,130,0,-692.0,-206.0,-4.0,-202.0,2.0,1,2,249,5406,8,10,21,0,1,1,0,0,0,101,100,0,2,0,20037,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
テミス,38,500,56,56,343,1,3,0,38,0,3000,250,30,1,550,0,0,2,66,9961496,1.5,20.0,5,3,110,120,110,1,-816.0,-416.0,-54.0,-366.0,2.0,0,1,257,5272,22,15,85,0,1,1,0,0,0,101,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,nil,0,2
シビラ,39,500,54,54,155,1,5,0,39,0,12000,1000,30,2,150,6,15,7,25,9961496,1.5,20.0,7,3,133,137,130,0,-482.0,-12.0,-956.0,-406.0,2.0,0,0,265,6039,5,25,80,0,1,1,0,0,0,101,400,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
新緑の兵士フィリス,40,100,39,39,39,1,2,0,0,0,1500,150,25,3,100,0,0,0,0,9961496,1.5,20.0,3,3,104,104,110,1,-564.0,-520.0,-30.0,-502.0,2.0,3,0,273,0,611,0,217,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,nil,0,2
大盾の乙女ベルニス,41,200,17,18,192,1,3,0,0,0,3000,250,25,3,110,0,0,5,15,9961496,1.5,20.0,5,3,112,110,118,0,-414.0,-158.0,-460.0,-502.0,2.0,1,1,281,5274,13,0,36,0,1,1,0,0,0,101,20,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,nil,0,2
魔女カリオペ,42,10300,1,1,1,1,2,0,0,0,1500,150,20,2,100,0,0,0,0,9961496,1.5,20.0,3,3,108,111,101,0,-616.0,-254.0,-200.0,-628.0,2.0,1,2,289,0,38,10,6,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
弓兵ダニエラ,43,10000,1,1,1,1,2,0,0,0,1500,150,25,2,100,0,0,0,0,9961496,1.5,20.0,3,3,104,113,103,0,-374.0,-270.0,-686.0,-624.0,2.0,2,1,297,0,10,0,19,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,nil,0,2
癒し手ドルカ,44,10200,6,6,6,1,2,0,0,0,1500,150,25,2,100,0,0,0,0,9961496,1.5,20.0,3,3,112,104,104,0,-914.0,-388.0,-18.0,-580.0,2.0,1,2,305,0,18,0,218,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
狂聖女フェドラ,45,10200,21,22,310,1,3,0,0,0,3000,250,25,2,110,0,0,5,15,9961496,1.5,20.0,5,3,110,119,111,0,-500.0,-212.0,-488.0,-618.0,2.0,2,2,313,5276,7,0,30,0,1,1,0,0,0,101,20,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
盗賊ベルナ,46,400,27,28,156,1,5,0,0,0,12000,1000,30,1,750,3,75,9,30,9961496,1.5,20.0,7,3,131,139,130,0,-634.0,-42.0,-154.0,-454.0,2.0,1,2,321,6041,35,0,48,127,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,7,nil,0,2
黒槍騎士ダリア,47,300,12,13,318,1,4,0,0,0,9900,500,25,1,600,2,60,5,16,9961496,1.5,20.0,6,3,137,125,108,0,-328.0,-364.0,-942.0,-4.0,2.0,1,2,329,5408,29,15,37,0,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,nil,0,2
白き魔女クロリス,48,10300,2,3,414,1,3,0,0,0,3000,250,25,2,110,0,0,1,330,9961496,1.5,20.0,5,3,117,113,110,0,-864.0,-426.0,-50.0,-336.0,2.0,1,2,337,5278,17,10,5,0,1,1,0,0,0,101,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,9,nil,0,3
魔女デスピア,49,10300,3,4,157,1,5,0,0,0,12000,1000,30,2,150,4,17,2,90,9961496,1.5,20.0,7,3,130,145,125,0,-226.0,-480.0,-802.0,-436.0,2.0,1,2,345,6043,31,10,389,133,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,5,nil,0,2
鋼鉄の女レアン,50,200,16,16,16,1,2,0,0,0,1500,150,20,3,100,0,0,0,0,9961496,1.5,20.0,3,3,103,100,117,1,-320.0,-388.0,-840.0,-596.0,2.0,0,1,353,0,38,0,136,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,nil,0,2
盗賊シプリア,51,400,27,27,297,1,4,0,0,0,9900,500,30,2,120,3,60,7,20,9961496,1.5,20.0,6,3,123,127,120,0,-252.0,-454.0,-730.0,-618.0,2.0,1,0,361,5410,40,0,31,0,1,1,0,0,0,101,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,2,nil,0,2
一角獣騎士クリッサ,52,300,46,47,158,1,5,0,0,0,12000,1000,30,2,150,3,75,8,25,9961496,1.5,20.0,7,3,135,135,130,1,-322.0,-230.0,-168.0,-568.0,2.0,1,0,369,6045,2,20,7,31,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,7,nil,0,2
怪盗キュテリ,53,400,45,46,299,1,3,0,0,0,3000,250,25,2,110,0,0,9,22,9961496,1.5,20.0,5,3,113,118,107,0,-470.0,-618.0,-788.0,-292.0,2.0,0,1,377,5280,30,0,23,62,1,1,0,0,0,101,20,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,5,nil,0,2
鉄聖霊アイナ,54,1,57,57,57,2,0,0,0,0,300,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,57,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
銅聖霊サラ,55,2,57,57,57,2,1,0,0,0,500,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,58,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
銀聖霊シリル,56,3,57,57,57,2,2,0,0,0,1500,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,59,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
金聖霊ニナ,57,4,57,57,57,2,3,0,0,0,2000,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,110,110,110,0,0.0,0.0,0.0,0.0,0.0,0,0,60,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
白金聖霊セリア,58,5,57,57,57,2,4,0,0,0,3000,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,120,120,120,0,0.0,0.0,0.0,0.0,0.0,0,0,61,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
黒聖霊フローリカ,59,6,57,57,57,2,5,0,0,0,4000,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,62,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
技強化聖霊クリスティア,60,7,58,58,58,2,5,0,0,0,5000,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,63,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
山賊王コンラッド,61,600,12,13,266,0,3,0,0,0,3000,750,30,2,55,0,0,1,250,9961483,1.5,20.0,5,3,125,114,111,0,0.0,0.0,0.0,0.0,0.0,0,0,742,7004,34,0,39,0,1,1,0,0,0,101,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,2
用兵家ジェローム,62,100,41,41,218,0,4,0,0,0,9900,1500,30,2,60,3,30,9,22,9961483,1.5,20.0,6,3,123,124,133,0,0.0,0.0,0.0,0.0,0.0,0,0,750,7006,34,0,18,0,1,1,0,0,0,101,100,0,1,20062,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,2
賢者バルバストラフ,63,10100,34,35,470,0,3,0,0,0,3000,750,30,2,55,0,0,7,16,9961483,1.5,20.0,5,3,116,122,112,0,0.0,0.0,0.0,0.0,0.0,0,0,758,7008,32,15,45,0,1,1,0,0,0,101,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,2
一般兵B,64,101,0,0,0,0,0,6,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,67,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
一般兵A【重装】,65,201,0,0,0,0,0,3,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,68,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
一般兵B【弓】,66,10001,0,0,0,0,0,2,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,105,95,100,0,0.0,0.0,0.0,0.0,0.0,0,0,69,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
山賊 手下B,67,601,0,0,0,0,0,4,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,110,90,100,0,0.0,0.0,0.0,0.0,0.0,0,0,70,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
山賊バーガン,68,601,0,0,0,0,1,0,0,0,500,70,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,103,107,100,0,0.0,0.0,0.0,0.0,0.0,0,0,71,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
一般兵B【重装】,69,201,0,0,0,0,0,3,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,105,90,105,0,0.0,0.0,0.0,0.0,0.0,0,0,72,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
一般兵A【魔法】,70,10101,0,0,0,0,0,0,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,95,105,100,0,0.0,0.0,0.0,0.0,0.0,0,0,73,0,9,10,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
一般兵B【魔法】,71,10101,0,0,0,0,0,70,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,105,95,100,0,0.0,0.0,0.0,0.0,0.0,0,0,74,0,9,10,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
王国兵士レオ,72,101,0,0,0,0,1,0,0,0,500,70,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,106,104,100,0,0.0,0.0,0.0,0.0,0.0,0,0,75,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
弓兵アルス,73,10001,0,0,0,0,1,0,0,0,500,70,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,104,106,100,0,0.0,0.0,0.0,0.0,0.0,0,0,76,0,9,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
王国兵士ヘクター,74,101,0,0,0,0,1,0,0,0,500,70,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,104,106,100,0,0.0,0.0,0.0,0.0,0.0,0,0,77,0,32,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
副官アリア,75,100,40,41,219,1,3,0,0,0,3000,250,30,2,110,0,0,3,66,9961496,1.5,20.0,5,3,110,110,120,0,0.0,0.0,0.0,0.0,0.0,0,1,389,5282,35,0,11,0,1,1,0,0,0,101,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,9,nil,0,3
魔狩人ヴィクトリア,76,10000,3,4,206,1,4,0,0,0,9900,500,30,1,300,2,120,2,72,9961496,1.5,20.0,6,3,117,137,116,0,0.0,0.0,0.0,0.0,0.0,0,1,397,5739,13,0,19,0,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,6,nil,0,2
ゴールドアーマー,77,8,0,0,0,3,3,0,0,0,6000,0,0,0,0,0,0,0,0,9961483,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
見習い魔術師メーリス,78,10100,21,22,471,1,3,0,0,0,3000,250,30,2,110,0,0,6,13,9961495,1.5,20.0,5,3,115,115,110,0,0.0,0.0,0.0,0.0,0.0,0,1,405,5284,27,15,50,0,1,1,0,0,0,101,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,2
神秘の探究者ガラニア,79,10100,35,36,472,1,4,0,0,0,9900,500,30,1,300,2,120,8,20,9961496,1.5,20.0,6,3,120,133,117,0,0.0,0.0,0.0,0.0,0.0,0,1,413,5741,22,20,35,0,1,1,0,0,0,101,100,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,8,nil,0,2
